shipment_id,order_id,warehouse_id,shipping_cost,delivery_time_days,order_status
SHIP-003847,ORD-003847,WH-04,51.62,7.0,Delivered
SHIP-003848,ORD-003848,WH-04,46.55,7.0,Shipped
SHIP-003849,ORD-003849,WH-05,41.98,8.0,Cancelled
SHIP-003850,ORD-003850,WH-04,39.12,7.0,Cancelled
SHIP-003851,ORD-003851,WH-05,40.78,4.0,Cancelled
SHIP-003852,ORD-003852,WH-03,18.56,4.0,Delivered
SHIP-003853,ORD-003853,WH-05,32.75,5.0,Shipped
SHIP-003854,ORD-003854,WH-04,36.41,5.0,Cancelled
SHIP-003855,ORD-003855,WH-01,12.95,8.0,Delivered
SHIP-003856,ORD-003856,WH-02,8.91,3.0,Delivered
SHIP-003857,ORD-003857,WH-01,42.02,6.0,Delivered
SHIP-003858,ORD-003858,WH-05,33.35,5.0,Shipped
SHIP-003859,ORD-003859,WH-01,43.52,12.0,Delivered
SHIP-003860,ORD-003860,WH-02,11.91,27.0,Cancelled
SHIP-003861,ORD-003861,WH-01,40.44,7.0,Delivered
SHIP-003862,ORD-003862,WH-02,18.18,2.0,Shipped
SHIP-003863,ORD-003863,WH-04,56.38,5.0,Delivered
SHIP-003864,ORD-003864,WH-03,15.47,6.0,Delivered
SHIP-003865,ORD-003865,WH-02,13.34,8.0,Delivered
SHIP-003866,ORD-003866,WH-04,12.41,9.0,Delivered
SHIP-003867,ORD-003867,WH-05,38.04,6.0,Delivered
SHIP-003868,ORD-003868,WH-03,55.42,6.0,Cancelled
SHIP-003869,ORD-003869,WH-04,26.09,3.0,Delivered
SHIP-003870,ORD-003870,WH-04,42.76,29.0,Delivered
SHIP-003871,ORD-003871,WH-05,43.45,5.0,Delivered
SHIP-003872,ORD-003872,WH-01,35.27,8.0,Shipped
SHIP-003873,ORD-003873,WH-04,51.66,6.0,Delivered
SHIP-003874,ORD-003874,WH-04,22.45,6.0,Delivered
SHIP-003875,ORD-003875,WH-03,13.51,7.0,Delivered
SHIP-003876,ORD-003876,WH-02,29.79,7.0,Delivered
SHIP-003877,ORD-003877,WH-02,13.41,12.0,Cancelled
SHIP-003878,ORD-003878,WH-03,19.27,7.0,Cancelled
SHIP-003879,ORD-003879,WH-05,15.64,4.0,Delivered
SHIP-003880,ORD-003880,WH-01,13.12,10.0,Shipped
SHIP-003881,ORD-003881,WH-01,195.9,4.0,Shipped
SHIP-003882,ORD-003882,WH-02,55.58,9.0,Delivered
SHIP-003883,ORD-003883,WH-05,41.7,7.0,Shipped
SHIP-003884,ORD-003884,WH-05,17.96,2.0,Delivered
SHIP-003885,ORD-003885,WH-02,50.7,2.0,Shipped
SHIP-003886,ORD-003886,WH-05,25.07,7.0,Delivered
SHIP-003887,ORD-003887,WH-02,35.97,9.0,Delivered
SHIP-003888,ORD-003888,WH-05,47.61,5.0,Delivered
SHIP-003889,ORD-003889,WH-04,20.47,26.0,Delivered
SHIP-003890,ORD-003890,WH-05,39.05,9.0,Delivered
SHIP-003891,ORD-003891,WH-01,15.84,4.0,Delivered
SHIP-003892,ORD-003892,WH-05,21.92,3.0,Delivered
SHIP-003893,ORD-003893,WH-01,54.37,6.0,Delivered
SHIP-003894,ORD-003894,WH-03,16.65,2.0,Delivered
SHIP-003895,ORD-003895,WH-02,31.06,7.0,Delivered
SHIP-003896,ORD-003896,WH-03,22.02,5.0,Shipped
SHIP-003897,ORD-003897,WH-02,38.09,5.0,Shipped
SHIP-003898,ORD-003898,WH-04,27.71,4.0,Delivered
SHIP-003899,ORD-003899,WH-01,46.24,4.0,Cancelled
SHIP-003900,ORD-003900,WH-02,31.33,12.0,Delivered
SHIP-003901,ORD-003901,WH-05,18.65,31.0,Cancelled
SHIP-003902,ORD-003902,WH-04,46.47,2.0,Delivered
SHIP-003903,ORD-003903,WH-04,23.27,5.0,Delivered
SHIP-003904,ORD-003904,WH-05,36.48,7.0,Delivered
SHIP-003905,ORD-003905,WH-04,141.95,3.0,Cancelled
SHIP-003906,ORD-003906,WH-03,35.09,5.0,Delivered
SHIP-003907,ORD-003907,WH-02,30.1,3.0,Delivered
SHIP-003908,ORD-003908,WH-03,33.17,8.0,Shipped
SHIP-003909,ORD-003909,WH-05,35.09,5.0,Cancelled
SHIP-003910,ORD-003910,WH-02,15.45,7.0,Cancelled
SHIP-003911,ORD-003911,WH-04,49.58,12.0,Cancelled
SHIP-003912,ORD-003912,WH-03,27.9,9.0,Delivered
SHIP-003913,ORD-003913,WH-04,28.71,6.0,Delivered
SHIP-003914,ORD-003914,WH-03,27.7,4.0,Delivered
SHIP-003915,ORD-003915,WH-01,24.59,4.0,Delivered
SHIP-003916,ORD-003916,WH-02,28.02,11.0,Delivered
SHIP-003917,ORD-003917,WH-03,37.57,12.0,Shipped
SHIP-003918,ORD-003918,WH-05,42.84,3.0,Delivered
SHIP-003919,ORD-003919,WH-03,42.32,12.0,Delivered
SHIP-003920,ORD-003920,WH-05,42.84,9.0,Delivered
SHIP-003921,ORD-003921,WH-03,20.18,10.0,Delivered
SHIP-003922,ORD-003922,WH-04,55.79,5.0,Delivered
SHIP-003923,ORD-003923,WH-02,17.0,11.0,Cancelled
SHIP-003924,ORD-003924,WH-01,24.69,7.0,Delivered
SHIP-003925,ORD-003925,WH-02,47.56,2.0,Delivered
SHIP-003926,ORD-003926,WH-01,36.98,4.0,Cancelled
SHIP-003927,ORD-003927,WH-04,53.29,5.0,Delivered
SHIP-003928,ORD-003928,WH-05,50.6,6.0,Delivered
SHIP-003929,ORD-003929,WH-04,30.78,24.0,Delivered
SHIP-003930,ORD-003930,WH-02,8.27,4.0,Delivered
SHIP-003931,ORD-003931,WH-03,34.09,12.0,Shipped
SHIP-003932,ORD-003932,WH-03,16.12,6.0,Shipped
SHIP-003933,ORD-003933,WH-01,10.59,6.0,Delivered
SHIP-003934,ORD-003934,WH-02,20.37,8.0,Delivered
SHIP-003935,ORD-003935,WH-03,20.95,8.0,Shipped
SHIP-003936,ORD-003936,WH-02,147.0,2.0,Delivered
SHIP-003937,ORD-003937,WH-04,14.05,2.0,Delivered
SHIP-003938,ORD-003938,WH-04,17.05,10.0,Shipped
SHIP-003939,ORD-003939,WH-01,35.5,5.0,Delivered
SHIP-003940,ORD-003940,WH-04,26.54,4.0,Delivered
SHIP-003941,ORD-003941,WH-02,41.48,5.0,Delivered
SHIP-003942,ORD-003942,WH-04,26.2,5.0,Shipped
SHIP-003943,ORD-003943,WH-03,50.3,9.0,Delivered
SHIP-003944,ORD-003944,WH-02,40.69,8.0,Shipped
SHIP-003945,ORD-003945,WH-04,46.41,7.0,Delivered
SHIP-003946,ORD-003946,WH-02,20.3,3.0,Delivered
SHIP-003947,ORD-003947,WH-01,51.66,4.0,Delivered
SHIP-003948,ORD-003948,WH-03,25.01,10.0,Delivered
SHIP-003949,ORD-003949,WH-02,44.21,8.0,Delivered
SHIP-003950,ORD-003950,WH-01,68.1,,Delivered
SHIP-003951,ORD-003951,WH-05,19.49,7.0,Delivered
SHIP-003952,ORD-003952,WH-02,29.57,4.0,Delivered
SHIP-003953,ORD-003953,WH-01,11.99,4.0,Shipped
SHIP-003954,ORD-003954,WH-04,37.04,3.0,Cancelled
SHIP-003955,ORD-003955,WH-01,46.4,10.0,Shipped
SHIP-003956,ORD-003956,WH-04,45.48,11.0,Shipped
SHIP-003957,ORD-003957,WH-02,17.43,9.0,Delivered
SHIP-003958,ORD-003958,WH-02,38.37,7.0,Delivered
SHIP-003959,ORD-003959,WH-05,34.8,5.0,Delivered
SHIP-003960,ORD-003960,WH-04,57.84,7.0,Delivered
SHIP-003961,ORD-003961,WH-03,10.19,7.0,Cancelled
SHIP-003962,ORD-003962,WH-02,32.18,,Shipped
SHIP-003963,ORD-003963,WH-05,23.44,9.0,Delivered
SHIP-003964,ORD-003964,WH-01,40.56,3.0,Delivered
SHIP-003965,ORD-003965,WH-02,22.1,5.0,Delivered
SHIP-003966,ORD-003966,WH-05,46.55,2.0,Cancelled
SHIP-003967,ORD-003967,WH-02,34.45,10.0,Shipped
SHIP-003968,ORD-003968,WH-01,56.11,8.0,Delivered
SHIP-003969,ORD-003969,WH-01,49.66,8.0,Shipped
SHIP-003970,ORD-003970,WH-04,18.95,2.0,Delivered
SHIP-003971,ORD-003971,WH-04,54.45,6.0,Cancelled
SHIP-003972,ORD-003972,WH-01,32.92,7.0,Cancelled
SHIP-003973,ORD-003973,WH-01,49.77,11.0,Shipped
SHIP-003974,ORD-003974,WH-04,43.77,6.0,Shipped
SHIP-003975,ORD-003975,WH-01,24.06,6.0,Delivered
SHIP-003976,ORD-003976,WH-04,49.91,6.0,Cancelled
SHIP-003977,ORD-003977,WH-02,18.83,7.0,Delivered
SHIP-003978,ORD-003978,WH-01,25.77,6.0,Delivered
SHIP-003979,ORD-003979,WH-04,25.3,,Delivered
SHIP-003980,ORD-003980,WH-02,19.87,9.0,Delivered
SHIP-003981,ORD-003981,WH-05,42.26,8.0,Delivered
SHIP-003982,ORD-003982,WH-03,34.24,6.0,Delivered
SHIP-003983,ORD-003983,WH-02,58.16,7.0,Delivered
SHIP-003984,ORD-003984,WH-04,30.84,4.0,Delivered
SHIP-003985,ORD-003985,WH-05,14.73,2.0,Delivered
SHIP-003986,ORD-003986,WH-05,23.71,4.0,Delivered
SHIP-003987,ORD-003987,WH-01,38.6,4.0,Delivered
SHIP-003988,ORD-003988,WH-02,38.35,7.0,Delivered
SHIP-003989,ORD-003989,WH-03,56.92,9.0,Delivered
SHIP-003990,ORD-003990,WH-04,44.26,8.0,Cancelled
SHIP-003991,ORD-003991,WH-05,17.41,4.0,Delivered
SHIP-003992,ORD-003992,WH-04,14.87,7.0,Delivered
SHIP-003993,ORD-003993,WH-04,48.01,10.0,Cancelled
SHIP-003994,ORD-003994,WH-02,22.37,28.0,Cancelled
SHIP-003995,ORD-003995,WH-03,28.71,4.0,Delivered
SHIP-003996,ORD-003996,WH-01,15.72,10.0,Delivered
SHIP-003997,ORD-003997,WH-05,11.4,5.0,Delivered
SHIP-003998,ORD-003998,WH-04,9.43,22.0,Delivered
SHIP-003999,ORD-003999,WH-05,40.38,5.0,Delivered
SHIP-004000,ORD-004000,WH-02,35.42,8.0,Shipped
SHIP-004001,ORD-004001,WH-02,46.06,10.0,Delivered
SHIP-004002,ORD-004002,WH-03,11.85,12.0,Cancelled
SHIP-004003,ORD-004003,WH-04,8.58,7.0,Shipped
SHIP-004004,ORD-004004,WH-03,12.31,6.0,Cancelled
SHIP-004005,ORD-004005,WH-01,42.4,12.0,Cancelled
SHIP-004006,ORD-004006,WH-01,30.37,7.0,Delivered
SHIP-004007,ORD-004007,WH-01,54.54,9.0,Delivered
SHIP-004008,ORD-004008,WH-04,29.58,7.0,Delivered
SHIP-004009,ORD-004009,WH-03,33.22,5.0,Cancelled
SHIP-004010,ORD-004010,WH-04,20.69,5.0,Delivered
SHIP-004011,ORD-004011,WH-03,18.78,6.0,Delivered
SHIP-004012,ORD-004012,WH-02,55.05,8.0,Delivered
SHIP-004013,ORD-004013,WH-05,287.04999999999995,7.0,Delivered
SHIP-004014,ORD-004014,WH-03,22.57,6.0,Shipped
SHIP-004015,ORD-004015,WH-01,48.45,7.0,Delivered
SHIP-004016,ORD-004016,WH-03,29.01,8.0,Delivered
SHIP-004017,ORD-004017,WH-02,28.91,10.0,Delivered
SHIP-004018,ORD-004018,WH-03,18.63,9.0,Shipped
SHIP-004019,ORD-004019,WH-01,40.83,3.0,Cancelled
SHIP-004020,ORD-004020,WH-04,15.86,3.0,Shipped
SHIP-004021,ORD-004021,WH-02,50.76,3.0,Cancelled
SHIP-004022,ORD-004022,WH-01,32.67,9.0,Delivered
SHIP-004023,ORD-004023,WH-01,50.91,10.0,Delivered
SHIP-004024,ORD-004024,WH-03,80.19999999999999,6.0,Shipped
SHIP-004025,ORD-004025,WH-05,24.24,6.0,Shipped
SHIP-004026,ORD-004026,WH-03,12.72,10.0,Delivered
SHIP-004027,ORD-004027,WH-03,47.09,5.0,Cancelled
SHIP-004028,ORD-004028,WH-05,26.72,6.0,Delivered
SHIP-004029,ORD-004029,WH-04,48.24,3.0,Shipped
SHIP-004030,ORD-004030,WH-05,18.79,4.0,Delivered
SHIP-004031,ORD-004031,WH-03,51.94,9.0,Delivered
SHIP-004032,ORD-004032,WH-04,51.34,9.0,Delivered
SHIP-004033,ORD-004033,WH-02,24.42,7.0,Delivered
SHIP-004034,ORD-004034,WH-02,18.54,6.0,Delivered
SHIP-004035,ORD-004035,WH-05,32.21,5.0,Cancelled
SHIP-004036,ORD-004036,WH-01,8.03,3.0,Shipped
SHIP-004037,ORD-004037,WH-02,17.37,11.0,Shipped
SHIP-004038,ORD-004038,WH-01,37.56,2.0,Shipped
SHIP-004039,ORD-004039,WH-05,34.13,6.0,Delivered
SHIP-004040,ORD-004040,WH-03,28.74,25.0,Shipped
SHIP-004041,ORD-004041,WH-03,31.75,4.0,Delivered
SHIP-004042,ORD-004042,WH-05,10.79,7.0,Delivered
SHIP-004043,ORD-004043,WH-04,19.82,7.0,Delivered
SHIP-004044,ORD-004044,WH-05,14.53,12.0,Delivered
SHIP-004045,ORD-004045,WH-05,50.61,8.0,Cancelled
SHIP-004046,ORD-004046,WH-05,38.22,6.0,Delivered
SHIP-004047,ORD-004047,WH-03,37.08,4.0,Delivered
SHIP-004048,ORD-004048,WH-02,25.01,4.0,Delivered
SHIP-004049,ORD-004049,WH-03,35.5,6.0,Delivered
SHIP-004050,ORD-004050,WH-04,41.44,8.0,Delivered
SHIP-004051,ORD-004051,WH-04,120.8,23.0,Delivered
SHIP-004052,ORD-004052,WH-02,37.32,7.0,Delivered
SHIP-004053,ORD-004053,WH-01,53.36,5.0,Delivered
SHIP-004054,ORD-004054,WH-02,13.11,10.0,Delivered
SHIP-004055,ORD-004055,WH-05,43.2,4.0,Delivered
SHIP-004056,ORD-004056,WH-01,23.4,5.0,Delivered
SHIP-004057,ORD-004057,WH-05,48.37,25.0,Delivered
SHIP-004058,ORD-004058,WH-05,36.57,7.0,Delivered
SHIP-004059,ORD-004059,WH-01,9.08,7.0,Delivered
SHIP-004060,ORD-004060,WH-02,15.1,6.0,Delivered
SHIP-004061,ORD-004061,WH-04,38.71,5.0,Cancelled
SHIP-004062,ORD-004062,WH-03,39.52,5.0,Delivered
SHIP-004063,ORD-004063,WH-02,24.23,7.0,Delivered
SHIP-004064,ORD-004064,WH-02,38.39,5.0,Delivered
SHIP-004065,ORD-004065,WH-05,27.01,7.0,Cancelled
SHIP-004066,ORD-004066,WH-01,30.9,8.0,Delivered
SHIP-004067,ORD-004067,WH-05,46.56,5.0,Delivered
SHIP-004068,ORD-004068,WH-01,39.36,6.0,Delivered
SHIP-004069,ORD-004069,WH-05,48.84,6.0,Delivered
SHIP-004070,ORD-004070,WH-01,37.2,4.0,Delivered
SHIP-004071,ORD-004071,WH-04,50.16,,Cancelled
SHIP-004072,ORD-004072,WH-05,247.8,6.0,Delivered
SHIP-004073,ORD-004073,WH-05,32.41,8.0,Delivered
SHIP-004074,ORD-004074,WH-05,23.21,6.0,Delivered
SHIP-004075,ORD-004075,WH-01,28.21,7.0,Delivered
SHIP-004076,ORD-004076,WH-03,10.08,5.0,Cancelled
SHIP-004077,ORD-004077,WH-04,25.18,9.0,Delivered
SHIP-004078,ORD-004078,WH-02,37.74,6.0,Delivered
SHIP-004079,ORD-004079,WH-01,37.12,4.0,Shipped
SHIP-004080,ORD-004080,WH-03,208.45,7.0,Delivered
SHIP-004081,ORD-004081,WH-03,38.09,6.0,Cancelled
SHIP-004082,ORD-004082,WH-01,85.25,7.0,Cancelled
SHIP-004083,ORD-004083,WH-03,8.23,8.0,Delivered
SHIP-004084,ORD-004084,WH-04,22.24,10.0,Shipped
SHIP-004085,ORD-004085,WH-05,29.65,3.0,Cancelled
SHIP-004086,ORD-004086,WH-04,25.36,11.0,Cancelled
SHIP-004087,ORD-004087,WH-04,30.8,3.0,Delivered
SHIP-004088,ORD-004088,WH-03,18.74,5.0,Delivered
SHIP-004089,ORD-004089,WH-01,34.82,6.0,Cancelled
SHIP-004090,ORD-004090,WH-01,13.3,7.0,Delivered
SHIP-004091,ORD-004091,WH-03,21.29,5.0,Delivered
SHIP-004092,ORD-004092,WH-03,42.02,4.0,Delivered
SHIP-004093,ORD-004093,WH-02,20.88,12.0,Delivered
SHIP-004094,ORD-004094,WH-02,17.48,12.0,Delivered
SHIP-004095,ORD-004095,WH-01,24.77,7.0,Cancelled
SHIP-004096,ORD-004096,WH-03,17.8,26.0,Delivered
SHIP-004097,ORD-004097,WH-01,56.23,26.0,Delivered
SHIP-004098,ORD-004098,WH-05,16.85,10.0,Delivered
SHIP-004099,ORD-004099,WH-05,42.24,3.0,Delivered
SHIP-004100,ORD-004100,WH-03,16.17,3.0,Delivered
SHIP-004101,ORD-004101,WH-04,24.17,8.0,Shipped
SHIP-004102,ORD-004102,WH-05,28.32,27.0,Delivered
SHIP-004103,ORD-004103,WH-04,34.41,3.0,Delivered
SHIP-004104,ORD-004104,WH-01,9.24,12.0,Delivered
SHIP-004105,ORD-004105,WH-05,45.2,5.0,Delivered
SHIP-004106,ORD-004106,WH-05,30.13,8.0,Shipped
SHIP-004107,ORD-004107,WH-01,28.13,7.0,Delivered
SHIP-004108,ORD-004108,WH-03,12.37,10.0,Cancelled
SHIP-004109,ORD-004109,WH-02,18.76,7.0,Delivered
SHIP-004110,ORD-004110,WH-02,29.96,4.0,Delivered
SHIP-004111,ORD-004111,WH-02,15.45,4.0,Delivered
SHIP-004112,ORD-004112,WH-03,21.43,9.0,Delivered
SHIP-004113,ORD-004113,WH-03,27.0,7.0,Delivered
SHIP-004114,ORD-004114,WH-01,43.84,5.0,Cancelled
SHIP-004115,ORD-004115,WH-01,9.59,11.0,Delivered
SHIP-004116,ORD-004116,WH-03,33.35,2.0,Shipped
SHIP-004117,ORD-004117,WH-01,28.86,4.0,Delivered
SHIP-004118,ORD-004118,WH-05,18.87,6.0,Delivered
SHIP-004119,ORD-004119,WH-02,44.41,4.0,Delivered
SHIP-004120,ORD-004120,WH-03,10.22,5.0,Cancelled
SHIP-004121,ORD-004121,WH-04,48.53,6.0,Delivered
SHIP-004122,ORD-004122,WH-02,42.73,9.0,Delivered
SHIP-004123,ORD-004123,WH-02,44.76,7.0,Delivered
SHIP-004124,ORD-004124,WH-03,24.34,7.0,Cancelled
SHIP-004125,ORD-004125,WH-04,14.25,6.0,Shipped
SHIP-004126,ORD-004126,WH-04,13.22,24.0,Cancelled
SHIP-004127,ORD-004127,WH-05,24.95,3.0,Cancelled
SHIP-004128,ORD-004128,WH-03,47.05,5.0,Shipped
SHIP-004129,ORD-004129,WH-01,13.2,12.0,Delivered
SHIP-004130,ORD-004130,WH-02,21.43,7.0,Shipped
SHIP-004131,ORD-004131,WH-02,35.8,4.0,Cancelled
SHIP-004132,ORD-004132,WH-03,53.47,9.0,Delivered
SHIP-004133,ORD-004133,WH-01,46.58,6.0,Cancelled
SHIP-004134,ORD-004134,WH-03,15.18,30.0,Cancelled
SHIP-004135,ORD-004135,WH-03,8.13,12.0,Delivered
SHIP-004136,ORD-004136,WH-03,26.56,27.0,Cancelled
SHIP-004137,ORD-004137,WH-02,17.42,3.0,Delivered
SHIP-004138,ORD-004138,WH-04,15.54,8.0,Delivered
SHIP-004139,ORD-004139,WH-03,45.8,2.0,Delivered
SHIP-004140,ORD-004140,WH-03,32.56,7.0,Delivered
SHIP-004141,ORD-004141,WH-03,25.03,8.0,Delivered
SHIP-004142,ORD-004142,WH-01,51.83,3.0,Delivered
SHIP-004143,ORD-004143,WH-01,17.4,4.0,Shipped
SHIP-004144,ORD-004144,WH-05,8.48,8.0,Shipped
SHIP-004145,ORD-004145,WH-04,14.65,6.0,Delivered
SHIP-004146,ORD-004146,WH-01,52.78,4.0,Delivered
SHIP-004147,ORD-004147,WH-02,17.66,2.0,Delivered
SHIP-004148,ORD-004148,WH-04,53.56,9.0,Delivered
SHIP-004149,ORD-004149,WH-03,43.05,10.0,Delivered
SHIP-004150,ORD-004150,WH-05,30.17,6.0,Delivered
SHIP-004151,ORD-004151,WH-01,27.33,24.0,Delivered
SHIP-004152,ORD-004152,WH-02,46.51,9.0,Shipped
SHIP-004153,ORD-004153,WH-01,34.65,5.0,Delivered
SHIP-004154,ORD-004154,WH-02,50.74,8.0,Cancelled
SHIP-004155,ORD-004155,WH-03,43.96,3.0,Delivered
SHIP-004156,ORD-004156,WH-01,19.86,12.0,Delivered
SHIP-004157,ORD-004157,WH-04,14.62,7.0,Shipped
SHIP-004158,ORD-004158,WH-04,20.88,2.0,Delivered
SHIP-004159,ORD-004159,WH-04,22.06,9.0,Delivered
SHIP-004160,ORD-004160,WH-05,23.27,5.0,Shipped
SHIP-004161,ORD-004161,WH-02,57.67,6.0,Delivered
SHIP-004162,ORD-004162,WH-04,18.68,8.0,Delivered
SHIP-004163,ORD-004163,WH-01,26.56,9.0,Delivered
SHIP-004164,ORD-004164,WH-02,43.94,7.0,Delivered
SHIP-004165,ORD-004165,WH-04,8.07,7.0,Cancelled
SHIP-004166,ORD-004166,WH-03,16.18,8.0,Cancelled
SHIP-004167,ORD-004167,WH-03,24.47,12.0,Delivered
SHIP-004168,ORD-004168,WH-01,30.54,6.0,Delivered
SHIP-004169,ORD-004169,WH-02,32.15,4.0,Delivered
SHIP-004170,ORD-004170,WH-03,164.1,8.0,Delivered
SHIP-004171,ORD-004171,WH-01,50.17,4.0,Delivered
SHIP-004172,ORD-004172,WH-01,47.76,8.0,Cancelled
SHIP-004173,ORD-004173,WH-02,11.16,5.0,Delivered
SHIP-004174,ORD-004174,WH-04,30.9,4.0,Shipped
SHIP-004175,ORD-004175,WH-01,15.35,7.0,Delivered
SHIP-004176,ORD-004176,WH-01,17.24,8.0,Delivered
SHIP-004177,ORD-004177,WH-05,47.76,10.0,Delivered
SHIP-004178,ORD-004178,WH-04,28.97,8.0,Cancelled
SHIP-004179,ORD-004179,WH-04,8.18,10.0,Delivered
SHIP-004180,ORD-004180,WH-05,13.14,4.0,Shipped
SHIP-004181,ORD-004181,WH-04,38.53,11.0,Delivered
SHIP-004182,ORD-004182,WH-02,56.64,6.0,Cancelled
SHIP-004183,ORD-004183,WH-05,39.13,5.0,Delivered
SHIP-004184,ORD-004184,WH-04,56.22,6.0,Delivered
SHIP-004185,ORD-004185,WH-02,19.34,11.0,Delivered
SHIP-004186,ORD-004186,WH-05,11.71,2.0,Shipped
SHIP-004187,ORD-004187,WH-03,34.16,3.0,Delivered
SHIP-004188,ORD-004188,WH-05,47.09,7.0,Delivered
SHIP-004189,ORD-004189,WH-03,42.45,27.0,Delivered
SHIP-004190,ORD-004190,WH-03,48.98,27.0,Delivered
SHIP-004191,ORD-004191,WH-03,56.35,12.0,Cancelled
SHIP-004192,ORD-004192,WH-04,51.4,4.0,Delivered
SHIP-004193,ORD-004193,WH-02,5.99,4.0,Delivered
SHIP-004194,ORD-004194,WH-01,24.8,12.0,Delivered
SHIP-004195,ORD-004195,WH-01,45.96,9.0,Delivered
SHIP-004196,ORD-004196,WH-02,48.56,5.0,Cancelled
SHIP-004197,ORD-004197,WH-04,21.67,6.0,Cancelled
SHIP-004198,ORD-004198,WH-01,10.97,3.0,Delivered
SHIP-004199,ORD-004199,WH-04,35.12,7.0,Delivered
SHIP-004200,ORD-004200,WH-01,36.91,6.0,Cancelled
SHIP-004201,ORD-004201,WH-05,137.95,4.0,Delivered
SHIP-004202,ORD-004202,WH-05,44.81,7.0,Delivered
SHIP-004203,ORD-004203,WH-05,27.82,7.0,Delivered
SHIP-004204,ORD-004204,WH-04,53.0,8.0,Delivered
SHIP-004205,ORD-004205,WH-04,113.14999999999999,9.0,Delivered
SHIP-004206,ORD-004206,WH-03,26.84,8.0,Delivered
SHIP-004207,ORD-004207,WH-04,22.03,3.0,Delivered
SHIP-004208,ORD-004208,WH-01,37.21,4.0,Shipped
SHIP-004209,ORD-004209,WH-04,44.4,5.0,Delivered
SHIP-004210,ORD-004210,WH-04,45.25,,Delivered
SHIP-004211,ORD-004211,WH-02,43.93,2.0,Delivered
SHIP-004212,ORD-004212,WH-01,36.77,5.0,Delivered
SHIP-004213,ORD-004213,WH-02,10.53,5.0,Delivered
SHIP-004214,ORD-004214,WH-04,37.57,31.0,Delivered
SHIP-004215,ORD-004215,WH-02,11.85,8.0,Cancelled
SHIP-004216,ORD-004216,WH-02,76.44999999999999,5.0,Delivered
SHIP-004217,ORD-004217,WH-02,52.29,7.0,Delivered
SHIP-004218,ORD-004218,WH-03,20.85,5.0,Delivered
SHIP-004219,ORD-004219,WH-02,22.28,6.0,Shipped
SHIP-004220,ORD-004220,WH-04,50.67,6.0,Delivered
SHIP-004221,ORD-004221,WH-05,43.87,2.0,Cancelled
SHIP-004222,ORD-004222,WH-04,41.63,10.0,Delivered
SHIP-004223,ORD-004223,WH-04,25.51,,Delivered
SHIP-004224,ORD-004224,WH-02,35.42,2.0,Cancelled
SHIP-004225,ORD-004225,WH-03,48.81,7.0,Delivered
SHIP-004226,ORD-004226,WH-04,12.17,10.0,Shipped
SHIP-004227,ORD-004227,WH-04,21.67,3.0,Delivered
SHIP-004228,ORD-004228,WH-05,26.09,9.0,Cancelled
SHIP-004229,ORD-004229,WH-03,10.89,6.0,Shipped
SHIP-004230,ORD-004230,WH-05,10.36,12.0,Delivered
SHIP-004231,ORD-004231,WH-04,41.45,11.0,Delivered
SHIP-004232,ORD-004232,WH-01,31.88,5.0,Delivered
SHIP-004233,ORD-004233,WH-04,50.67,29.0,Delivered
SHIP-004234,ORD-004234,WH-01,35.15,5.0,Delivered
SHIP-004235,ORD-004235,WH-05,10.86,5.0,Delivered
SHIP-004236,ORD-004236,WH-03,50.32,10.0,Delivered
SHIP-004237,ORD-004237,WH-04,14.75,4.0,Delivered
SHIP-004238,ORD-004238,WH-03,60.25,3.0,Delivered
SHIP-004239,ORD-004239,WH-03,11.39,12.0,Delivered
SHIP-004240,ORD-004240,WH-01,31.63,3.0,Cancelled
SHIP-004241,ORD-004241,WH-04,87.89999999999999,3.0,Delivered
SHIP-004242,ORD-004242,WH-02,52.12,26.0,Delivered
SHIP-004243,ORD-004243,WH-04,52.09,7.0,Delivered
SHIP-004244,ORD-004244,WH-02,18.98,5.0,Delivered
SHIP-004245,ORD-004245,WH-05,20.0,8.0,Delivered
SHIP-004246,ORD-004246,WH-03,43.33,7.0,Delivered
SHIP-004247,ORD-004247,WH-03,42.12,11.0,Delivered
SHIP-004248,ORD-004248,WH-02,20.31,,Cancelled
SHIP-004249,ORD-004249,WH-05,36.91,9.0,Cancelled
SHIP-004250,ORD-004250,WH-03,53.84,9.0,Delivered
SHIP-004251,ORD-004251,WH-04,51.55,2.0,Delivered
SHIP-004252,ORD-004252,WH-02,25.01,6.0,Shipped
SHIP-004253,ORD-004253,WH-03,20.65,,Shipped
SHIP-004254,ORD-004254,WH-02,26.65,10.0,Shipped
SHIP-004255,ORD-004255,WH-04,10.7,4.0,Delivered
SHIP-004256,ORD-004256,WH-02,27.38,,Delivered
SHIP-004257,ORD-004257,WH-03,28.99,9.0,Delivered
SHIP-004258,ORD-004258,WH-05,45.73,6.0,Delivered
SHIP-004259,ORD-004259,WH-03,39.76,8.0,Shipped
SHIP-004260,ORD-004260,WH-03,46.07,8.0,Delivered
SHIP-004261,ORD-004261,WH-05,55.3,6.0,Cancelled
SHIP-004262,ORD-004262,WH-01,35.42,9.0,Shipped
SHIP-004263,ORD-004263,WH-01,12.22,12.0,Cancelled
SHIP-004264,ORD-004264,WH-02,31.48,5.0,Cancelled
SHIP-004265,ORD-004265,WH-04,31.38,5.0,Cancelled
SHIP-004266,ORD-004266,WH-03,30.81,9.0,Delivered
SHIP-004267,ORD-004267,WH-02,19.65,5.0,Delivered
